target,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e_85,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
e_86,1,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1
e_87,0,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
e_88,3,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,1
e_89,2,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
e_90,0,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0
e_91,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
e_92,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
e_93,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2
e_94,0,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1
e_95,0,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1
e_96,3,1,0,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,1
e_97,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
e_98,1,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1
e_99,0,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
e_100,0,2,0,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,1
e_101,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
e_102,3,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,1
e_103,0,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,4
e_104,1,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1
e_105,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
e_106,0,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,1
e_107,1,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
e_108,1,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2
e_109,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
e_110,0,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1
e_111,2,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0
e_112,0,2,2,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3
e_113,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
p_114,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
e_115,0,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,1
e_116,2,2,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0
e_117,0,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,1
e_118,0,0,1,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3
e_119,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
p_120,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
e_121,0,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2
p_122,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1
e_123,3,0,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
e_124,0,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2
e_125,0,0,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
e_126,1,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1
e_127,3,2,3,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,1,2,1
e_128,0,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
e_129,1,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2
e_130,1,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1
e_131,1,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2
e_132,3,0,2,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3
e_133,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2
e_134,3,0,2,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3
p_135,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0
e_136,3,2,2,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3
e_137,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
p_138,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,1
e_139,1,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1
e_140,0,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,4
e_141,1,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2
e_142,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
e_143,3,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,4
e_144,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
e_145,0,2,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
e_146,3,2,2,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,2,1
e_147,0,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2
e_148,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
e_149,1,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2
e_150,0,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1
e_151,0,0,0,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,2,1
e_152,0,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1
e_153,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
e_154,0,0,2,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3
e_155,0,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,1
e_156,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
e_157,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
e_158,1,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
e_159,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
e_160,1,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2
e_161,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
e_162,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
e_163,3,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,1
e_164,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
e_165,3,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,4
e_166,1,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1
e_167,1,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2
e_168,0,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,1
e_169,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
e_170,0,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0
e_171,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
e_172,0,2,1,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3
e_173,1,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1
e_174,3,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,1
e_175,1,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2
e_176,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
e_177,1,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1
e_178,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2
e_179,1,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1
p_180,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0
e_181,2,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0
e_182,3,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
e_183,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2
e_184,3,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,4
p_185,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
e_186,1,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2
e_187,3,2,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
e_188,1,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1
e_189,0,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,4
e_190,0,2,2,1,3,0,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,1
e_191,0,0,2,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3
e_192,1,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2
e_193,3,0,1,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3
e_194,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
e_195,3,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0
e_196,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
e_197,0,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2
e_198,0,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2
e_199,3,0,2,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3
e_200,0,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1
e_201,1,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1
e_202,0,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1
e_203,0,2,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,1
e_204,3,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,4
p_205,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
e_206,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
e_207,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
e_208,1,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
e_209,1,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1
e_210,0,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1
e_211,1,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2
e_212,0,2,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3
e_213,0,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0
e_214,3,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,1
e_215,1,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
e_216,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
e_217,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
e_218,0,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1
e_219,2,2,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0
e_220,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2
p_221,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
e_222,0,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,1
e_223,3,2,2,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3
e_224,0,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2
e_225,1,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
e_226,0,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1
e_227,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1
p_228,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
e_229,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
e_230,0,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
p_231,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e_232,0,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,4
e_233,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
e_234,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
e_235,0,2,2,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3
e_236,0,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1
e_237,1,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
e_238,0,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1
e_239,3,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,4
e_240,3,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,4
e_241,0,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1
e_242,0,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2
p_243,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
e_244,3,2,2,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3
e_245,0,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1
e_246,0,0,2,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3
e_247,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
e_248,3,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,4
e_249,0,0,0,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,1
e_250,3,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,1
p_251,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1
e_252,2,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0
e_253,1,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2
e_254,1,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
e_255,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
e_256,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
e_257,0,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2
e_258,1,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1
e_259,1,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2
e_260,3,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,1
p_261,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
e_262,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
e_263,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2
e_264,3,2,2,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3
e_265,3,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
e_266,3,0,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,2,1
e_267,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2
e_268,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2
p_269,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
e_270,0,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
p_271,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
e_272,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
e_273,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
e_274,3,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,4
e_275,0,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,4
e_276,3,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,1
e_277,0,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2
e_278,3,2,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0,1
e_279,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
p_280,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1
e_281,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2
e_282,2,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0
e_283,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
e_284,1,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
