target,wk_col,wk_row,wr_col,wr_row,bk_col,bk_row
draw_139,0,0,5,3,3,4
draw_140,0,0,5,3,4,2
draw_141,0,0,5,3,4,4
draw_142,0,0,5,3,5,2
draw_143,0,0,5,3,5,3
draw_144,0,0,5,3,5,4
draw_145,0,0,5,4,3,3
draw_146,0,0,5,4,3,4
draw_147,0,0,5,4,3,5
draw_148,0,0,5,4,4,3
draw_149,0,0,5,4,4,5
draw_150,0,0,5,4,5,3
draw_151,0,0,5,4,5,4
draw_152,0,0,5,4,5,5
draw_153,0,0,5,5,3,4
draw_154,0,0,5,5,3,5
draw_155,0,0,5,5,4,4
draw_156,0,0,5,5,4,6
draw_157,0,0,5,5,5,4
draw_158,0,0,5,5,5,5
draw_159,0,0,5,5,5,6
draw_160,0,0,5,6,3,5
draw_161,0,0,5,6,4,5
draw_162,0,0,5,6,5,5
draw_163,0,0,5,6,5,6
draw_164,0,0,5,6,5,7
draw_165,0,0,5,7,5,6
draw_166,0,0,6,1,4,1
draw_167,0,0,6,1,4,0
draw_168,0,0,6,1,5,0
draw_169,0,0,6,2,4,1
draw_170,0,0,6,2,4,0
draw_171,0,0,6,2,4,2
draw_172,0,0,6,2,5,1
draw_173,0,0,6,2,5,2
draw_174,0,0,6,0,4,0
draw_175,0,0,6,0,4,2
draw_176,0,0,6,0,4,3
draw_177,0,0,6,0,5,0
draw_178,0,0,6,0,5,3
draw_179,0,0,6,3,4,2
draw_180,0,0,6,3,4,3
draw_181,0,0,6,3,4,4
draw_182,0,0,6,3,5,2
draw_183,0,0,6,3,5,4
draw_184,0,0,6,4,4,3
draw_185,0,0,6,4,4,4
draw_186,0,0,6,4,4,5
draw_187,0,0,6,4,5,3
draw_188,0,0,6,4,5,5
draw_189,0,0,6,5,4,4
draw_190,0,0,6,5,4,5
draw_191,0,0,6,5,4,6
draw_192,0,0,6,5,5,4
draw_193,0,0,6,5,5,6
draw_194,0,0,6,6,4,5
draw_195,0,0,6,6,4,6
draw_196,0,0,6,6,5,5
draw_197,0,0,6,6,5,7
draw_198,0,0,6,7,4,6
draw_199,0,0,6,7,5,6
draw_200,1,0,7,0,6,3
draw_201,1,0,7,0,7,2
draw_202,1,0,7,0,7,3
draw_203,1,0,7,3,6,2
draw_204,1,0,7,3,6,4
draw_205,1,0,7,3,7,2
draw_206,1,0,7,3,7,3
draw_207,1,0,7,3,7,4
draw_208,1,0,7,4,6,3
draw_209,1,0,7,4,6,5
draw_210,1,0,7,4,7,3
draw_211,1,0,7,4,7,4
draw_212,1,0,7,4,7,5
draw_213,1,0,7,5,6,4
draw_214,1,0,7,5,6,6
draw_215,1,0,7,5,7,4
draw_216,1,0,7,5,7,5
draw_217,1,0,7,5,7,6
draw_218,1,0,7,6,6,5
draw_219,1,0,7,6,6,7
draw_220,1,0,7,6,7,5
draw_221,1,0,7,6,7,6
draw_222,1,0,7,6,7,7
draw_223,1,0,7,7,6,6
draw_224,1,0,7,7,7,6
draw_225,1,0,7,7,7,7
draw_226,1,0,0,0,6,2
draw_227,1,0,0,0,6,3
draw_228,1,0,0,0,7,3
draw_229,1,0,0,0,0,2
draw_230,1,0,0,0,0,3
draw_231,1,0,0,3,6,2
draw_232,1,0,0,3,6,3
draw_233,1,0,0,3,6,4
draw_234,1,0,0,3,7,2
draw_235,1,0,0,3,7,4
draw_236,1,0,0,3,0,2
draw_237,1,0,0,3,0,3
draw_238,1,0,0,3,0,4
draw_239,1,0,0,4,6,3
draw_240,1,0,0,4,6,4
draw_241,1,0,0,4,6,5
draw_242,1,0,0,4,7,3
draw_243,1,0,0,4,7,5
draw_244,1,0,0,4,0,3
draw_245,1,0,0,4,0,4
draw_246,1,0,0,4,0,5
draw_247,1,0,0,5,6,4
draw_248,1,0,0,5,6,5
draw_249,1,0,0,5,6,6
draw_250,1,0,0,5,7,4
draw_251,1,0,0,5,7,6
draw_252,1,0,0,5,0,4
draw_253,1,0,0,5,0,5
draw_254,1,0,0,5,0,6
draw_255,1,0,0,6,6,5
draw_256,1,0,0,6,6,6
draw_257,1,0,0,6,6,7
draw_258,1,0,0,6,7,5
draw_259,1,0,0,6,7,7
draw_260,1,0,0,6,0,5
draw_261,1,0,0,6,0,6
draw_262,1,0,0,6,0,7
draw_263,1,0,0,7,6,6
draw_264,1,0,0,7,6,7
draw_265,1,0,0,7,7,6
draw_266,1,0,0,7,0,6
draw_267,1,0,0,7,0,7
draw_268,1,0,1,0,7,2
draw_269,1,0,1,0,7,3
draw_270,1,0,1,0,0,3
draw_271,1,0,1,0,1,0
draw_272,1,0,1,0,1,2
draw_273,1,0,1,0,1,3
draw_274,1,0,1,3,7,2
draw_275,1,0,1,3,7,3
draw_276,1,0,1,3,7,4
draw_277,1,0,1,3,0,2
draw_278,1,0,1,3,0,4
draw_279,1,0,1,3,1,2
draw_280,1,0,1,3,1,3
draw_281,1,0,1,3,1,4
draw_282,1,0,1,4,7,3
draw_283,1,0,1,4,7,4
draw_284,1,0,1,4,7,5
draw_285,1,0,1,4,0,3
draw_286,1,0,1,4,0,5
draw_287,1,0,1,4,1,3
draw_288,1,0,1,4,1,4
draw_289,1,0,1,4,1,5
draw_290,1,0,1,5,7,4
draw_291,1,0,1,5,7,5
draw_292,1,0,1,5,7,6
draw_293,1,0,1,5,0,4
draw_294,1,0,1,5,0,6
draw_295,1,0,1,5,1,4
draw_296,1,0,1,5,1,5
draw_297,1,0,1,5,1,6
draw_298,1,0,1,6,7,5
draw_299,1,0,1,6,7,6
draw_300,1,0,1,6,7,7
draw_301,1,0,1,6,0,5
draw_302,1,0,1,6,0,7
draw_303,1,0,1,6,1,5
draw_304,1,0,1,6,1,6
draw_305,1,0,1,6,1,7
draw_306,1,0,1,7,7,6
draw_307,1,0,1,7,7,7
draw_308,1,0,1,7,0,6
draw_309,1,0,1,7,1,6
draw_310,1,0,1,7,1,7
draw_311,1,0,2,1,1,0
draw_312,1,0,2,1,2,1
draw_313,1,0,2,1,2,0
draw_314,1,0,2,2,0,2
draw_315,1,0,2,2,1,1
draw_316,1,0,2,2,1,2
draw_317,1,0,2,2,2,1
draw_318,1,0,2,2,2,0
draw_319,1,0,2,2,2,2
draw_320,1,0,2,0,0,2
draw_321,1,0,2,0,0,3
draw_322,1,0,2,0,1,0
draw_323,1,0,2,0,1,3
draw_324,1,0,2,0,2,0
draw_325,1,0,2,0,2,2
draw_326,1,0,2,0,2,3
draw_327,1,0,2,3,0,2
draw_328,1,0,2,3,0,3
draw_329,1,0,2,3,0,4
draw_330,1,0,2,3,1,2
draw_331,1,0,2,3,1,4
draw_332,1,0,2,3,2,2
draw_333,1,0,2,3,2,3
draw_334,1,0,2,3,2,4
draw_335,1,0,2,4,0,3
draw_336,1,0,2,4,0,4
draw_337,1,0,2,4,0,5
draw_338,1,0,2,4,1,3
draw_339,1,0,2,4,1,5
draw_340,1,0,2,4,2,3
draw_341,1,0,2,4,2,4
draw_342,1,0,2,4,2,5
draw_343,1,0,2,5,0,4
draw_344,1,0,2,5,0,5
draw_345,1,0,2,5,0,6
draw_346,1,0,2,5,1,4
draw_347,1,0,2,5,1,6
draw_348,1,0,2,5,2,4
draw_349,1,0,2,5,2,5
draw_350,1,0,2,5,2,6
draw_351,1,0,2,6,0,5
draw_352,1,0,2,6,0,6
draw_353,1,0,2,6,0,7
draw_354,1,0,2,6,1,5
draw_355,1,0,2,6,1,7
draw_356,1,0,2,6,2,5
draw_357,1,0,2,6,2,6
draw_358,1,0,2,6,2,7
draw_359,1,0,2,7,0,6
draw_360,1,0,2,7,0,7
draw_361,1,0,2,7,1,6
draw_362,1,0,2,7,2,6
draw_363,1,0,2,7,2,7
draw_364,1,0,3,1,1,1
draw_365,1,0,3,1,1,0
draw_366,1,0,3,1,2,0
draw_367,1,0,3,1,3,1
draw_368,1,0,3,1,3,0
draw_369,1,0,3,2,1,1
draw_370,1,0,3,2,1,0
draw_371,1,0,3,2,1,2
draw_372,1,0,3,2,2,1
draw_373,1,0,3,2,2,2
draw_374,1,0,3,2,3,1
draw_375,1,0,3,2,3,0
draw_376,1,0,3,2,3,2
draw_377,1,0,3,0,1,0
draw_378,1,0,3,0,1,2
draw_379,1,0,3,0,1,3
draw_380,1,0,3,0,2,0
draw_381,1,0,3,0,2,3
draw_382,1,0,3,0,3,0
draw_383,1,0,3,0,3,2
draw_384,1,0,3,0,3,3
draw_385,1,0,3,3,1,2
draw_386,1,0,3,3,1,3
draw_387,1,0,3,3,1,4
draw_388,1,0,3,3,2,2
draw_389,1,0,3,3,2,4
draw_390,1,0,3,3,3,2
draw_391,1,0,3,3,3,3
draw_392,1,0,3,3,3,4
draw_393,1,0,3,4,1,3
draw_394,1,0,3,4,1,4
draw_395,1,0,3,4,1,5
draw_396,1,0,3,4,2,3
draw_397,1,0,3,4,2,5
draw_398,1,0,3,4,3,3
draw_399,1,0,3,4,3,4
draw_400,1,0,3,4,3,5
draw_401,1,0,3,5,1,4
draw_402,1,0,3,5,1,5
draw_403,1,0,3,5,1,6
draw_404,1,0,3,5,2,4
draw_405,1,0,3,5,2,6
draw_406,1,0,3,5,3,4
draw_407,1,0,3,5,3,5
draw_408,1,0,3,5,3,6
draw_409,1,0,3,6,1,5
draw_410,1,0,3,6,1,6
draw_411,1,0,3,6,1,7
draw_412,1,0,3,6,2,5
draw_413,1,0,3,6,2,7
draw_414,1,0,3,6,3,5
draw_415,1,0,3,6,3,6
draw_416,1,0,3,6,3,7
draw_417,1,0,3,7,1,6
draw_418,1,0,3,7,1,7
draw_419,1,0,3,7,2,6
draw_420,1,0,3,7,3,6
draw_421,1,0,3,7,3,7
draw_422,1,0,4,1,2,1
draw_423,1,0,4,1,2,0
draw_424,1,0,4,1,3,0
draw_425,1,0,4,1,4,1
draw_426,1,0,4,1,4,0
draw_427,1,0,4,2,2,1
draw_428,1,0,4,2,2,0
draw_429,1,0,4,2,2,2
draw_430,1,0,4,2,3,1
draw_431,1,0,4,2,3,2
draw_432,1,0,4,2,4,1
draw_433,1,0,4,2,4,0
draw_434,1,0,4,2,4,2
draw_435,1,0,4,0,2,0
draw_436,1,0,4,0,2,2
draw_437,1,0,4,0,2,3
draw_438,1,0,4,0,3,0
draw_439,1,0,4,0,3,3
draw_440,1,0,4,0,4,0
draw_441,1,0,4,0,4,2
draw_442,1,0,4,0,4,3
draw_443,1,0,4,3,2,2
draw_444,1,0,4,3,2,3
draw_445,1,0,4,3,2,4
draw_446,1,0,4,3,3,2
draw_447,1,0,4,3,3,4
draw_448,1,0,4,3,4,2
draw_449,1,0,4,3,4,3
draw_450,1,0,4,3,4,4
draw_451,1,0,4,4,2,3
draw_452,1,0,4,4,2,4
draw_453,1,0,4,4,2,5
draw_454,1,0,4,4,3,3
draw_455,1,0,4,4,3,5
draw_456,1,0,4,4,4,3
draw_457,1,0,4,4,4,4
draw_458,1,0,4,4,4,5
draw_459,1,0,4,5,2,4
draw_460,1,0,4,5,2,5
draw_461,1,0,4,5,2,6
draw_462,1,0,4,5,3,4
draw_463,1,0,4,5,3,6
draw_464,1,0,4,5,4,4
draw_465,1,0,4,5,4,5
draw_466,1,0,4,5,4,6
draw_467,1,0,4,6,2,5
draw_468,1,0,4,6,2,6
draw_469,1,0,4,6,2,7
draw_470,1,0,4,6,3,5
draw_471,1,0,4,6,3,7
draw_472,1,0,4,6,4,5
draw_473,1,0,4,6,4,6
draw_474,1,0,4,6,4,7
draw_475,1,0,4,7,2,6
draw_476,1,0,4,7,2,7
draw_477,1,0,4,7,3,6
draw_478,1,0,4,7,4,6
draw_479,1,0,4,7,4,7
draw_480,1,0,5,1,3,1
draw_481,1,0,5,1,3,0
draw_482,1,0,5,1,4,0
draw_483,1,0,5,1,5,1
draw_484,1,0,5,1,5,0
draw_485,1,0,5,2,3,1
draw_486,1,0,5,2,3,0
draw_487,1,0,5,2,3,2
draw_488,1,0,5,2,4,1
draw_489,1,0,5,2,4,2
draw_490,1,0,5,2,5,1
draw_491,1,0,5,2,5,0
draw_492,1,0,5,2,5,2
draw_493,1,0,5,0,3,0
draw_494,1,0,5,0,3,2
draw_495,1,0,5,0,3,3
draw_496,1,0,5,0,4,0
draw_497,1,0,5,0,4,3
draw_498,1,0,5,0,5,0
draw_499,1,0,5,0,5,2
draw_500,1,0,5,0,5,3
draw_501,1,0,5,3,3,2
draw_502,1,0,5,3,3,3
draw_503,1,0,5,3,3,4
draw_504,1,0,5,3,4,2
draw_505,1,0,5,3,4,4
draw_506,1,0,5,3,5,2
draw_507,1,0,5,3,5,3
draw_508,1,0,5,3,5,4
draw_509,1,0,5,4,3,3
draw_510,1,0,5,4,3,4
draw_511,1,0,5,4,3,5
draw_512,1,0,5,4,4,3
draw_513,1,0,5,4,4,5
draw_514,1,0,5,4,5,3
draw_515,1,0,5,4,5,4
draw_516,1,0,5,4,5,5
draw_517,1,0,5,5,3,4
draw_518,1,0,5,5,3,5
draw_519,1,0,5,5,3,6
draw_520,1,0,5,5,4,4
draw_521,1,0,5,5,4,6
draw_522,1,0,5,5,5,4
draw_523,1,0,5,5,5,5
draw_524,1,0,5,5,5,6
draw_525,1,0,5,6,3,5
draw_526,1,0,5,6,3,6
draw_527,1,0,5,6,3,7
draw_528,1,0,5,6,4,5
draw_529,1,0,5,6,4,7
draw_530,1,0,5,6,5,5
draw_531,1,0,5,6,5,6
draw_532,1,0,5,6,5,7
draw_533,1,0,5,7,3,6
draw_534,1,0,5,7,3,7
draw_535,1,0,5,7,4,6
draw_536,1,0,5,7,5,6
draw_537,1,0,5,7,5,7
draw_538,1,0,6,1,4,1
draw_539,1,0,6,1,4,0
draw_540,1,0,6,1,5,0
draw_541,1,0,6,2,4,1
draw_542,1,0,6,2,4,0
draw_543,1,0,6,2,4,2
draw_544,1,0,6,2,5,1
draw_545,1,0,6,2,5,2
draw_546,1,0,6,0,4,0
draw_547,1,0,6,0,4,2
draw_548,1,0,6,0,4,3
draw_549,1,0,6,0,5,0
draw_550,1,0,6,0,5,3
draw_551,1,0,6,3,4,2
draw_552,1,0,6,3,4,3
draw_553,1,0,6,3,4,4
draw_554,1,0,6,3,5,2
draw_555,1,0,6,3,5,4
draw_556,1,0,6,4,4,3
draw_557,1,0,6,4,4,4
draw_558,1,0,6,4,4,5
draw_559,1,0,6,4,5,3
draw_560,1,0,6,4,5,5
draw_561,1,0,6,5,4,4
draw_562,1,0,6,5,4,5
draw_563,1,0,6,5,4,6
draw_564,1,0,6,5,5,4
draw_565,1,0,6,5,5,6
draw_566,1,0,6,6,4,5
draw_567,1,0,6,6,4,6
draw_568,1,0,6,6,4,7
draw_569,1,0,6,6,5,5
draw_570,1,0,6,6,5,7
draw_571,1,0,6,7,4,6
draw_572,1,0,6,7,4,7
draw_573,1,0,6,7,5,6
draw_574,1,1,1,3,1,2
draw_575,1,1,2,1,1,0
draw_576,1,1,2,1,2,1
draw_577,1,1,2,1,2,0
draw_578,1,1,2,2,1,1
draw_579,1,1,2,2,1,2
draw_580,1,1,2,2,2,1
draw_581,1,1,2,2,2,0
draw_582,1,1,2,2,2,2
draw_583,1,1,2,0,1,0
draw_584,1,1,2,0,1,3
draw_585,1,1,2,0,2,0
draw_586,1,1,2,0,2,2
draw_587,1,1,2,0,2,3
draw_588,1,1,2,3,1,2
draw_589,1,1,2,3,2,2
draw_590,1,1,2,3,2,3
draw_591,1,1,2,3,2,4
draw_592,1,1,2,4,2,3
draw_593,1,1,3,1,1,1
draw_594,1,1,3,1,1,0
draw_595,1,1,3,1,2,0
draw_596,1,1,3,1,3,1
draw_597,1,1,3,1,3,0
draw_598,1,1,3,2,1,1
draw_599,1,1,3,2,1,0
draw_600,1,1,3,2,1,2
draw_601,1,1,3,2,2,1
draw_602,1,1,3,2,2,2
draw_603,1,1,3,2,3,1
draw_604,1,1,3,2,3,0
draw_605,1,1,3,2,3,2
draw_606,1,1,3,0,1,0
draw_607,1,1,3,0,1,2
draw_608,1,1,3,0,1,3
draw_609,1,1,3,0,2,0
draw_610,1,1,3,0,2,3
draw_611,1,1,3,0,3,0
draw_612,1,1,3,0,3,2
draw_613,1,1,3,0,3,3
draw_614,1,1,3,3,1,2
draw_615,1,1,3,3,1,3
draw_616,1,1,3,3,2,2
draw_617,1,1,3,3,2,4
draw_618,1,1,3,3,3,2
draw_619,1,1,3,3,3,3
draw_620,1,1,3,3,3,4
draw_621,1,1,3,4,1,3
draw_622,1,1,3,4,2,3
draw_623,1,1,3,4,3,3
draw_624,1,1,3,4,3,4
draw_625,1,1,3,4,3,5
draw_626,1,1,3,5,3,4
draw_627,1,1,4,1,2,1
draw_628,1,1,4,1,2,0
draw_629,1,1,4,1,3,0
draw_630,1,1,4,1,4,1
draw_631,1,1,4,1,4,0
draw_632,1,1,4,2,2,1
draw_633,1,1,4,2,2,0
draw_634,1,1,4,2,2,2
draw_635,1,1,4,2,3,1
draw_636,1,1,4,2,3,2
draw_637,1,1,4,2,4,1
draw_638,1,1,4,2,4,0
draw_639,1,1,4,2,4,2
draw_640,1,1,4,0,2,0
draw_641,1,1,4,0,2,2
draw_642,1,1,4,0,2,3
draw_643,1,1,4,0,3,0
draw_644,1,1,4,0,3,3
draw_645,1,1,4,0,4,0
draw_646,1,1,4,0,4,2
draw_647,1,1,4,0,4,3
draw_648,1,1,4,3,2,2
draw_649,1,1,4,3,2,3
draw_650,1,1,4,3,2,4
draw_651,1,1,4,3,3,2
draw_652,1,1,4,3,3,4
draw_653,1,1,4,3,4,2
draw_654,1,1,4,3,4,3
draw_655,1,1,4,3,4,4
draw_656,1,1,4,4,2,3
draw_657,1,1,4,4,2,4
draw_658,1,1,4,4,3,3
draw_659,1,1,4,4,3,5
draw_660,1,1,4,4,4,3
draw_661,1,1,4,4,4,4
draw_662,1,1,4,4,4,5
draw_663,1,1,4,5,2,4
draw_664,1,1,4,5,3,4
draw_665,1,1,4,5,4,4
draw_666,1,1,4,5,4,5
draw_667,1,1,4,5,4,6
draw_668,1,1,4,6,4,5
draw_669,1,1,5,1,3,1
draw_670,1,1,5,1,3,0
draw_671,1,1,5,1,4,0
draw_672,1,1,5,1,5,1
draw_673,1,1,5,1,5,0
draw_674,1,1,5,2,3,1
draw_675,1,1,5,2,3,0
draw_676,1,1,5,2,3,2
draw_677,1,1,5,2,4,1
draw_678,1,1,5,2,4,2
draw_679,1,1,5,2,5,1
draw_680,1,1,5,2,5,0
draw_681,1,1,5,2,5,2
draw_682,1,1,5,0,3,0
draw_683,1,1,5,0,3,2
draw_684,1,1,5,0,3,3
draw_685,1,1,5,0,4,0
draw_686,1,1,5,0,4,3
draw_687,1,1,5,0,5,0
draw_688,1,1,5,0,5,2
draw_689,1,1,5,0,5,3
draw_690,1,1,5,3,3,2
draw_691,1,1,5,3,3,3
draw_692,1,1,5,3,3,4
draw_693,1,1,5,3,4,2
draw_694,1,1,5,3,4,4
draw_695,1,1,5,3,5,2
draw_696,1,1,5,3,5,3
draw_697,1,1,5,3,5,4
draw_698,1,1,5,4,3,3
draw_699,1,1,5,4,3,4
draw_700,1,1,5,4,3,5
draw_701,1,1,5,4,4,3
draw_702,1,1,5,4,4,5
draw_703,1,1,5,4,5,3
draw_704,1,1,5,4,5,4
draw_705,1,1,5,4,5,5
draw_706,1,1,5,5,3,4
draw_707,1,1,5,5,3,5
draw_708,1,1,5,5,4,4
draw_709,1,1,5,5,4,6
draw_710,1,1,5,5,5,4
draw_711,1,1,5,5,5,5
draw_712,1,1,5,5,5,6
draw_713,1,1,5,6,3,5
draw_714,1,1,5,6,4,5
draw_715,1,1,5,6,5,5
draw_716,1,1,5,6,5,6
draw_717,1,1,5,6,5,7
draw_718,1,1,5,7,5,6
draw_719,1,1,6,1,4,1
draw_720,1,1,6,1,4,0
draw_721,1,1,6,1,5,0
draw_722,1,1,6,2,4,1
draw_723,1,1,6,2,4,0
draw_724,1,1,6,2,4,2
draw_725,1,1,6,2,5,1
draw_726,1,1,6,2,5,2
draw_727,1,1,6,0,4,0
draw_728,1,1,6,0,4,2
draw_729,1,1,6,0,4,3
draw_730,1,1,6,0,5,0
draw_731,1,1,6,0,5,3
draw_732,1,1,6,3,4,2
draw_733,1,1,6,3,4,3
draw_734,1,1,6,3,4,4
draw_735,1,1,6,3,5,2
draw_736,1,1,6,3,5,4
draw_737,1,1,6,4,4,3
draw_738,1,1,6,4,4,4
draw_739,1,1,6,4,4,5
draw_740,1,1,6,4,5,3
draw_741,1,1,6,4,5,5
draw_742,1,1,6,5,4,4
draw_743,1,1,6,5,4,5
draw_744,1,1,6,5,4,6
draw_745,1,1,6,5,5,4
draw_746,1,1,6,5,5,6
draw_747,1,1,6,6,4,5
draw_748,1,1,6,6,4,6
draw_749,1,1,6,6,5,5
draw_750,1,1,6,6,5,7
draw_751,1,1,6,7,4,6
draw_752,1,1,6,7,5,6
draw_753,2,0,7,1,6,0
draw_754,2,0,7,2,6,1
draw_755,2,0,7,2,6,2
draw_756,2,0,7,2,7,2
draw_757,2,0,7,0,6,0
draw_758,2,0,7,0,6,3
draw_759,2,0,7,0,7,2
draw_760,2,0,7,0,7,3
draw_761,2,0,7,3,6,2
draw_762,2,0,7,3,6,4
draw_763,2,0,7,3,7,2
draw_764,2,0,7,3,7,3
draw_765,2,0,7,3,7,4
draw_766,2,0,7,4,6,3
draw_767,2,0,7,4,6,5
draw_768,2,0,7,4,7,3
draw_769,2,0,7,4,7,4
draw_770,2,0,7,4,7,5
draw_771,2,0,7,5,6,4
draw_772,2,0,7,5,6,6
draw_773,2,0,7,5,7,4
draw_774,2,0,7,5,7,5
draw_775,2,0,7,5,7,6
draw_776,2,0,7,6,6,5
draw_777,2,0,7,6,6,7
draw_778,2,0,7,6,7,5
draw_779,2,0,7,6,7,6
draw_780,2,0,7,6,7,7
draw_781,2,0,7,7,6,6
draw_782,2,0,7,7,7,6
draw_783,2,0,7,7,7,7
draw_784,2,0,0,2,6,1
draw_785,2,0,0,0,6,0
draw_786,2,0,0,0,6,2
draw_787,2,0,0,0,6,3
draw_788,2,0,0,0,7,3
draw_789,2,0,0,0,0,2
draw_790,2,0,0,0,0,3
draw_791,2,0,0,3,6,2
draw_792,2,0,0,3,6,3
draw_793,2,0,0,3,6,4
draw_794,2,0,0,3,7,2
draw_795,2,0,0,3,7,4
draw_796,2,0,0,3,0,2
draw_797,2,0,0,3,0,3
draw_798,2,0,0,3,0,4
draw_799,2,0,0,4,6,3
draw_800,2,0,0,4,6,4
draw_801,2,0,0,4,6,5
draw_802,2,0,0,4,7,3
draw_803,2,0,0,4,7,5
draw_804,2,0,0,4,0,3
draw_805,2,0,0,4,0,4
draw_806,2,0,0,4,0,5
draw_807,2,0,0,5,6,4
draw_808,2,0,0,5,6,5
draw_809,2,0,0,5,6,6
draw_810,2,0,0,5,7,4
draw_811,2,0,0,5,7,6
draw_812,2,0,0,5,0,4
draw_813,2,0,0,5,0,5
draw_814,2,0,0,5,0,6
draw_815,2,0,0,6,6,5
draw_816,2,0,0,6,6,6
draw_817,2,0,0,6,6,7
draw_818,2,0,0,6,7,5
